date,day_of_week,meeting_type,location,present,absent,staff,source_url
"January 15, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, Miguel, Moore and Sugaya",Borden,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Tara Sullivan-Lenane, Kevin Guy, Glenn Cabreros, Ben Fu, Carrie Dovzak, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1419.html
"January 22, 2009",Thursday,Regular,,"Antonini, Lee, Miguel, Moore Olague, and Sugaya",Borden,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Tara Sullivan-Lenane, Dario Jones, Jamie Dean, Tim Johnston, Brett Bollinger, Glenn Cabreros, Angela Heitter, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1420.html
"March 5, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, Miguel, Moore and Sugaya",None,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Tara Sullivan-Lenane, Kelley Amdur, Tina Tam, Tim Frye, Michael Smith, Viktoriya Wise, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1421.html
"May 7, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore, and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Jim Miller, Tim Frye, Scott Dowdee, Tara Sullivan, Aaron Starr, Joy Navarrete, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1422.html
"April 23, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore, and Sugaya",Sugaya,"John Rahaim – Director of Planning, Craig Nikitas – Acting Zoning Administrator, Sharon Lai, Edgar Oropeza, Rosemary Dudley, Joshua Switzky, Tara Sullivan, Kevin Guy, Adrian Putra, Ken Rich, Claudia Flores, Steve Wertheim, Corey Teague, Susan Exline, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1423.html
"April 16, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, Miguel, Moore and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Rick Crawford, Mary Woods, Michael Jacinto, Teresa Ojeda, Sara Dennis-Phillips, Scott Dowdee, Johnny Jaramillo, Michael Webster, Kearstin Dischinger, Debra Dwyer, Sarah Jones, Jonas Ionin, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1424.html
"April 2, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, Olague, and Sugaya",Olague,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Cecilia Jaroslawsky, Carrie Dovzak, Michael Smith, Diego Sanchez, Adrian Putra, Shelley Caltagirone, Elaine Forbes, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1425.html
"March 26, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, Olague, and Sugaya",Lee,,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1426.html
"March 26, 2009",Thursday,Special,,"Miguel, Antonini, Borden, Lee, Moore, Olague, and Sugaya",,"Bill Wycko â Environmental Review Officer Viktoriya Wise, and Linda Avery â Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1427.html
"April 9, 2009",Thursday,Regular,,"Miguel, Borden, Lee, Moore, Olague, and Sugaya",Antonini,"John Rahaim – Director of Planning, Craig Nikitas – Acting Zoning Administrator, Mary Woods, Corey Teague, Brittany Bendix, Christine Lamorena, Carol Roos, Ben Fu, Tara Sullivan, Sophie Middlebrook, Tina Tam, Pilar Lavalley, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1428.html
"May 21, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Moore, and Sugaya",Lee,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Joshua Switzky, Lily Langlois, Michael Smith, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1429.html
"May 21, 2009",Thursday,Special,,"Miguel, Olague, Antonini, Borden, Moore, and Sugaya",Lee,"John Rahaim â Director of Planning, Larry Badiner â Zoning Administrator, David Alumbaugh, Joshua Switzky, and Linda Avery â Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1430.html
"March 12, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, Olague, and Sugaya",Antonini,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Steve Wertheim, Corey Teague, Glenn Cabreros, Michael Smith, Sara Vellve, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1431.html
"March 19, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, and Sugaya",Olague,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Cecilia Jaroslawsky, Michael Smith, Edgar Oropeza, Joshua Switzky, Ben Fu, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1432.html
"May 14, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore, and Sugaya",Lee,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Adrian Putra, Sarah Dennis-Phillips, Elizabeth Watty, Aaron Hollister, Sharon Lai, Ben Fu, Leigh Kienker, Aaron Starr, Elaine Forbes, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1433.html
"May 28, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, Olague and Sugaya",Olague,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Steve Wertheim, Tara Sullivan, Rosemary Dudley, Diego Sanchez, Mary Woods, Don Lewis, Rick Crawford, Ben Fu, Sara Vellve, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1434.html
"June 4, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Olague and Sugaya",Moore,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Glenn Cabreros, Jonas Ionin, Christine Lamorena, Elizabeth Watty, Tara Sullivan, Steve Shotland, Mary Woods, Tom Wang, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1435.html
"June 11, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Moore, and Sugaya",Lee and Olague,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Cecilia Jaroslawsky, Joshua Switzky, Corey Teague, Ben Fu, Rick Crawford, and Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1436.html
"February 5, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, Miguel, Moore and Sugaya",Lee,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Alicia John-Baptiste, Amnon Ben-Pazi, Tara Sullivan-Lenane, Steve Wertheim, Pilar Lavalley, Brittany Bendix, Kevin Guy, Rick Crawford, Michael Smith, AnMarie Rodgers, Lily Langlois, Angela Heitter, and Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1437.html
"February 12, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, Miguel, and Sugaya",Moore,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Alicia John-Baptiste, Craig Nikitas, Brett Bollinger, Glenn Cabreros, Irene Nishimura, AnMarie Rodgers, Andrea Contreras, Moses Corrette, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1438.html
"February 19, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore, and Sugaya",Lee,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Alicia John-Baptiste, Ted Egan – Office of the Controller, Michael Yarnie – Mayor's Office, Joshua Switzky, Elizabeth Watty, Pilar Lavalley, Tara Sullivan-Lenane, Scott Sanchez, Sara Vellve, Moses Corrette, Sharon Lai, Sophie Middlebrook, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1439.html
"June 18, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Moore, Olague and Sugaya",Lee,"John Rahaim – Director of Planning, Craig Nikitas – Acting Zoning Administrator and Larry Badiner – Zoning Administrator, AnMarie Rodgers, Brittany Bendix, Tim Frye, Kevin Guy, Rosemary Dudley, Aaron Starr, Ericka Jackson, Glenn Cabreros, Corey Teague, Sarah Dennis-Philips, Kearstin Dischinger, Elaine Forbes, Elizabeth Watty, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1440.html
"June 25, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Olague and Sugaya",Lee and Moore,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Sharon Lai, Michael Smith, Rosemary Dudley, Elaine Forbes, Debra Dwyer, Stephen Shotland, and Jonas Ionin – Acting Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1441.html
"February 26, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore, and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Aaron Hollister, Sharon Young, Mary Woods, Sarah Dennis-Phillips, Jonas Ionin, Tara Sullivan-Lenane, Joshua Switzky, Elizabeth Watty, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1442.html
"May 7, 2009",Thursday,Joint,,"Miguel, Antonini, Borden, Lee, Moore, Olague and Sugaya",,"John Rahaim â Director of Planning, David Alumbaugh, Kevin Guy and Linda Avery â Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1443.html
"May 7, 2009",Thursday,Joint,,,None,"John Rahaim â Director of Planning, Larry Badiner â Zoning Administrator, Alicia John-Baptiste, Kelley Amdur, Christine Haw, and Linda Avery â Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1444.html
"July 9, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, Olague and Sugaya",Olague,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Steve Wertheim, Viktoriya Wise, Jamie Dean, Timothy Johnston, Cecilia Jaroslawsky, Tara Sullivan, Steve Smith, Britt Becker, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1445.html
"July 16, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, and Moore",Sugaya,"John Rahaim – Director of Planning, Craig Nikitas – Acting Zoning Administrator, AnMarie Rodgers, Abigail Keifer, Angela Threadgill, Aaron Starr, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1446.html
"July 23, 2009",Thursday,Regular,,"Miguel, Antonini, Borden, Lee, Moore, and Olague",Sugaya,"John Rahaim – Director of Planning, Craig Nikitas – Acting Zoning Administrator, AnMarie Rodgers, Rick Crawford, Adrian Putra, Edgar Oropeza, Aaron Starr, Aaron Hollister, Glenn Cabreros, Shelley Caltagirone, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1447.html
"August 13, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Kevin Guy, Rick Crawford, Scott Sanchez, Aaron Hollister, Abigail Keifer, Adrian Putra, Corey Teague, AnMarie Rodgers, Elizabeth Watty, Glenn Cabreros, Mary Woods, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1448.html
"August 6, 2009",Thursday,Regular,,"Olague, Antonini, Borden, Lee, and Moore",Miguel and Sugaya,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Elizabeth Watty, Kevin Guy, Tim Frye, Mat Snyder, Lily Langlois, Sharon Young, Mary Woods, Elaine Forbes, Dan Sider, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1449.html
"September 3, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",Borden,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Corey Teague, Elizabeth Watty, Sharon Lai, Ben Fu, Lily Langlois, Pilar LaValley, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1450.html
"September 10, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Jim Miller, Rick Crawford, Elizabeth Watty, Sharon Lai, Pilar LaValley, Brett Bollinger, Dan Sider, Aaron Starr and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1451.html
"September 17, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Diego Sanchez, Elizabeth Watty, Erika Jackson, Steve Wertheim, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1452.html
"September 17, 2009",Thursday,Joint,,,Mike Antonini,John Rahaim â Director of Planning; Larry Badiner â Zoning Administrator; Elizabeth Watty; Sophie Hayward; and Linda Avery â Commission Secretary.,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1453.html
"September 24, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",Moore,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, AnMarie Rodgers, Diego Sanchez, Elizabeth Watty, Kevin Guy, Sharon Young, Lily Langlois, Craig Nikitas, Aaron Starr, Corey Teague, Jonas Ionin, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1454.html
"October 1, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Moore and Sugaya",Lee,"Larry Badiner – Zoning Administrator, Tara Sullivan, Corey Teague, Mary Woods, Sophie Hayward, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1455.html
"October 8, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",Lee,"Larry Badiner – Zoning Administrator, AnMarie Rodgers, Edgar Oropeza, Craig Nikitas, Aaron Starr, Tara Sullivan, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1456.html
"October 15, 2009",Thursday,Regular,,"Miguel, Olague, Antonini, Borden, Lee, Moore and Sugaya",Lee,"John Rahaim – Director of Planning, Larry Badiner – Zoning Administrator, Ben Fu, Elizabeth Watty, Jonas Ionin, Cecilia Jaroslawsky, Diego Sanchez, Sophie Hayward, and Linda Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1457.html
